case_id,species,age_years,breed,is_neutered,weight_kg,is_vaccinated,lethargy_level,appetite_status,drinking_status,is_vomiting,is_diarrhea,has_blood_in_stool,is_straining_to_urinate,urinating_more_frequently,has_blood_in_urine,is_coughing,is_sneezing,has_nasal_discharge,is_itching_scratching,has_hair_loss,is_lame_limping,diagnosis
1582,Cat,9,Persian,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1583,Cat,7,Siamese,No,7,Yes,Normal,Normal,Normal,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1584,Dog,7,Shih Tzu,Yes,42,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1585,Dog,8,Mixed Breed,No,38,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1586,Dog,2,Labrador Retriever,Yes,14,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1587,Dog,6,Shih Tzu,No,20,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Kennel Cough
1588,Dog,7,Golden Retriever,No,8,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1589,Dog,12,Shih Tzu,Yes,20,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1590,Cat,8,Ragdoll,No,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1591,Cat,11,Domestic Longhair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1592,Dog,5,Mixed Breed,Yes,36,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1593,Dog,20,Shih Tzu,No,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1594,Dog,10,German Shepherd,Yes,33,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1595,Dog,2,Golden Retriever,Yes,17,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1596,Dog,15,Mixed Breed,No,40,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1597,Dog,3,Beagle,No,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1598,Dog,5,German Shepherd,No,25,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1599,Dog,5,Shih Tzu,Yes,20,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1600,Cat,11,Domestic Shorthair,Yes,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1601,Cat,15,Domestic Shorthair,No,5,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1602,Dog,5,Golden Retriever,Yes,25,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1603,Cat,6,Persian,No,4,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,FLUTD
1604,Cat,10,Siamese,No,5,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1605,Dog,15,Rottweiler,Yes,28,No,Normal,Normal,Normal,No,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1606,Cat,1,Persian,No,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1607,Cat,1,Ragdoll,Yes,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1608,Cat,14,Siamese,No,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,No,No,No,No,Upper Respiratory Infection
1609,Dog,12,Beagle,Yes,18,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1610,Cat,15,Bengal,No,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1611,Cat,10,Persian,No,6,Yes,Normal,Normal,Normal,No,No,No,No,No,Yes,No,No,No,No,No,No,FLUTD
1612,Dog,13,Rottweiler,Yes,44,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1613,Cat,10,Maine Coon,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1614,Dog,5,Poodle,Yes,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1615,Cat,18,Ragdoll,No,3,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1616,Dog,7,Boxer,No,32,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1617,Dog,11,Poodle,No,28,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1618,Dog,6,Rottweiler,No,36,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1619,Cat,18,Ragdoll,Yes,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1620,Cat,7,Siamese,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1621,Cat,7,Domestic Shorthair,No,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1622,Cat,10,Ragdoll,No,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1623,Cat,10,Domestic Shorthair,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1624,Cat,13,Domestic Shorthair,Yes,3,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1625,Cat,1,Ragdoll,Yes,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1626,Cat,15,Persian,Yes,3,Yes,Mild,Normal,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1627,Dog,10,Rottweiler,Yes,23,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1628,Dog,9,Golden Retriever,Yes,43,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Arthritis
1629,Dog,2,Labrador Retriever,Yes,21,No,Severe,None,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1630,Dog,14,Rottweiler,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1631,Cat,6,Ragdoll,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Skin Allergies
1632,Dog,11,Shih Tzu,No,35,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1633,Dog,1,Shih Tzu,Yes,18,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Dietary Indiscretion
1634,Cat,2,Persian,Yes,5,No,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1635,Cat,11,Maine Coon,No,3,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1636,Dog,8,Poodle,Yes,36,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1637,Cat,2,Domestic Longhair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1638,Cat,15,Ragdoll,No,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1639,Cat,2,Siamese,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1640,Cat,14,Persian,Yes,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Upper Respiratory Infection
1641,Cat,12,Siamese,No,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1642,Dog,7,Boxer,No,17,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1643,Cat,9,Sphynx,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Upper Respiratory Infection
1644,Cat,9,Sphynx,No,5,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1645,Dog,8,French Bulldog,Yes,35,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1646,Dog,10,Shih Tzu,Yes,6,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1647,Dog,18,Beagle,Yes,23,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1648,Dog,17,Mixed Breed,Yes,43,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1649,Dog,11,Shih Tzu,Yes,26,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1650,Cat,4,Maine Coon,No,6,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1651,Cat,5,Bengal,Yes,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1652,Dog,1,Boxer,Yes,21,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1653,Dog,11,German Shepherd,No,32,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
1654,Cat,13,Bengal,Yes,3,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Upper Respiratory Infection
1655,Dog,12,Shih Tzu,Yes,18,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1656,Dog,15,Boxer,No,22,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1657,Cat,6,Ragdoll,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1658,Cat,8,Bengal,No,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hairball
1659,Dog,9,French Bulldog,No,15,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1660,Dog,15,Boxer,No,17,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1661,Dog,14,Shih Tzu,No,37,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1662,Cat,17,Persian,Yes,5,Yes,Mild,Decreased,Normal,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1663,Cat,2,Sphynx,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1664,Dog,13,German Shepherd,No,42,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1665,Cat,5,Domestic Shorthair,Yes,7,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hairball
1666,Dog,13,Shih Tzu,No,7,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1667,Dog,8,French Bulldog,Yes,20,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1668,Dog,1,German Shepherd,No,27,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1669,Dog,9,French Bulldog,Yes,10,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Kennel Cough
1670,Cat,20,Bengal,Yes,4,Yes,Mild,Decreased,Increased,Yes,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1671,Cat,2,British Shorthair,No,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1672,Dog,2,Rottweiler,No,29,No,Normal,None,Normal,No,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1673,Dog,3,Poodle,Yes,13,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1674,Dog,2,Poodle,No,8,No,Severe,None,Normal,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Parvovirus
1675,Dog,1,German Shepherd,No,10,No,Severe,None,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1676,Dog,5,Mixed Breed,No,15,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1677,Dog,5,Golden Retriever,Yes,11,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1678,Cat,7,Domestic Longhair,No,5,Yes,Normal,Normal,Normal,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1679,Cat,1,British Shorthair,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1680,Dog,12,Labrador Retriever,Yes,39,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1681,Cat,19,Domestic Shorthair,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1682,Dog,14,French Bulldog,Yes,25,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1683,Dog,9,Golden Retriever,Yes,26,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1684,Cat,10,Maine Coon,No,6,No,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1685,Dog,14,Beagle,No,32,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1686,Dog,9,Rottweiler,Yes,11,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1687,Dog,15,Shih Tzu,No,15,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1688,Cat,14,Sphynx,Yes,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1689,Cat,9,Ragdoll,No,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1690,Cat,16,Domestic Shorthair,Yes,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,Yes,No,No,No,CKD
1691,Cat,8,Persian,Yes,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1692,Cat,6,Ragdoll,Yes,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hairball
1693,Cat,1,Siamese,No,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1694,Dog,17,French Bulldog,No,32,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1695,Dog,16,Mixed Breed,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1696,Cat,3,Siamese,No,5,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1697,Cat,14,Bengal,Yes,4,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1698,Cat,11,Domestic Longhair,No,6,Yes,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1699,Cat,9,Siamese,No,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1700,Cat,17,Bengal,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1701,Dog,2,Labrador Retriever,No,29,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1702,Cat,5,Sphynx,No,4,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1703,Dog,1,German Shepherd,No,30,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Kennel Cough
1704,Cat,3,Siamese,Yes,6,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1705,Cat,2,Sphynx,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1706,Cat,9,Maine Coon,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1707,Dog,10,Rottweiler,Yes,5,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1708,Dog,6,Boxer,Yes,31,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1709,Cat,3,Persian,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1710,Dog,1,Golden Retriever,Yes,10,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Dietary Indiscretion
1711,Dog,5,Golden Retriever,Yes,35,No,Normal,Normal,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1712,Dog,7,Shih Tzu,Yes,14,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1713,Cat,13,Sphynx,No,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1714,Dog,4,Rottweiler,Yes,38,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1715,Cat,10,Maine Coon,No,7,Yes,Normal,Normal,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hairball
1716,Dog,1,French Bulldog,No,6,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1717,Cat,10,Maine Coon,Yes,6,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1718,Dog,13,Rottweiler,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1719,Dog,5,Golden Retriever,Yes,15,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1720,Dog,8,Shih Tzu,No,5,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1721,Cat,3,Domestic Longhair,No,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1722,Cat,10,Persian,No,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1723,Dog,10,German Shepherd,Yes,44,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1724,Dog,2,German Shepherd,Yes,24,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1725,Dog,1,Golden Retriever,No,29,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1726,Cat,15,Persian,No,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1727,Cat,12,Ragdoll,No,5,No,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1728,Cat,16,Siamese,Yes,6,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1729,Dog,12,Shih Tzu,Yes,41,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1730,Dog,11,Rottweiler,No,23,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Arthritis
1731,Dog,14,German Shepherd,No,19,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1732,Dog,9,French Bulldog,No,42,Yes,Mild,Normal,Normal,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Arthritis
1733,Dog,15,Beagle,No,15,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Arthritis
1734,Dog,12,Golden Retriever,Yes,12,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1735,Dog,17,Poodle,Yes,10,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Arthritis
1736,Cat,17,Persian,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1737,Cat,3,Siamese,No,5,No,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1738,Dog,10,Mixed Breed,Yes,41,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Arthritis
1739,Cat,3,Sphynx,No,5,Yes,Normal,Normal,Normal,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,FLUTD
1740,Dog,5,Boxer,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1741,Cat,9,Persian,Yes,7,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1742,Cat,9,Maine Coon,Yes,6,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1743,Cat,6,Domestic Shorthair,Yes,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1744,Cat,1,Bengal,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,Yes,No,No,No,Upper Respiratory Infection
1745,Dog,2,Rottweiler,Yes,33,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1746,Dog,2,Poodle,Yes,15,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1747,Dog,1,Mixed Breed,Yes,9,No,Normal,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Parvovirus
1748,Dog,6,Shih Tzu,Yes,11,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1749,Dog,7,Shih Tzu,Yes,39,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1750,Dog,8,Boxer,No,24,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1751,Dog,6,Mixed Breed,Yes,39,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Dietary Indiscretion
1752,Cat,19,Bengal,No,5,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,Yes,No,No,CKD
1753,Dog,13,Golden Retriever,No,12,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1754,Dog,1,Golden Retriever,No,41,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1755,Dog,1,Poodle,Yes,41,Yes,Severe,None,Normal,No,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1756,Dog,12,Golden Retriever,No,9,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1757,Cat,7,Siamese,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1758,Dog,7,Golden Retriever,Yes,30,No,Normal,Normal,Normal,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Kennel Cough
1759,Dog,6,Beagle,Yes,32,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1760,Cat,10,Siamese,Yes,7,Yes,Mild,Decreased,Increased,No,No,Yes,No,Yes,No,No,No,No,No,No,No,CKD
1761,Cat,9,Siamese,No,6,Yes,Normal,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1762,Dog,6,Beagle,No,27,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,Yes,No,Skin Allergies
1763,Dog,7,Boxer,Yes,23,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1764,Dog,7,Shih Tzu,No,29,No,Mild,Normal,Normal,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Arthritis
1765,Dog,7,Labrador Retriever,Yes,30,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1766,Cat,10,Siamese,No,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1767,Cat,20,Domestic Shorthair,No,5,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1768,Cat,2,Siamese,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1769,Cat,6,Bengal,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,No,No,No,No,Upper Respiratory Infection
1770,Cat,6,Bengal,No,7,Yes,Normal,Decreased,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hairball
1771,Dog,18,French Bulldog,Yes,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1772,Cat,10,Ragdoll,No,7,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1773,Cat,3,British Shorthair,Yes,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Skin Allergies
1774,Cat,17,Sphynx,No,7,No,Normal,Decreased,Increased,Yes,No,Yes,No,No,No,No,No,No,No,No,No,CKD
1775,Cat,7,Siamese,No,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1776,Cat,4,Siamese,No,3,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
